loss_mean,elevation,Country,IUCN RATING,over_20_pc_canopy_cover,Habitat_class,longitude
,2490,China_fulgens,,0,Low,100
,2001,Burma,,0,Moderate,99
,3382,Nepal,,0,Moderate,84
,2378,Bhutan,,0,Low,91
0.00127551,2699,Bhutan,,1,Moderate,90
0,3598,China_fulgens,,1,Low,99
,4481,China_fulgens,,0,Low,93
0,2019,Burma,IUCN IV,1,Low,97
,2898,China_fulgens,,0,Core,85
,4589,China_fulgens,,0,Low,100
,4056,China_fulgens,,0,Low,98
,3055,Nepal,,0,Low,82
0,2486,Nepal,IUCN VI,1,Moderate,84
0.00310559,4047,Bhutan,IUCN II,1,Moderate,90
,3497,China_fulgens,,0,Low,94
0.003606853,2123,china_styani,,1,Moderate,104
,3764,china_styani,,0,Moderate,102
,1756,China_fulgens,,0,Low,99
0,3222,China_fulgens,,1,Moderate,100
0,690,Burma,IUCN IV,1,Moderate,97
0,2740,Nepal,,1,Moderate,81
0,2896,China_fulgens,,1,Low,99
0,3819,China_fulgens,,1,Low,99
0,3501,India,,1,Low,89
0,2960,Bhutan,IUCN_Ia,1,Low,89
0.021716649,1100,china_styani,,1,Moderate,103
,4173,China_fulgens,,0,Low,95
0,2097,Burma,,1,Moderate,99
0.002409639,2928,china_styani,,1,Core,103
9.23E-04,2996,china_styani,,1,Core,102
0.002369668,3741,China_fulgens,,1,Low,99
,4337,China_fulgens,,0,Moderate,100
0.004545455,3871,Bhutan,IUCN II,1,Moderate,90
0.006382979,2832,China_fulgens,,1,Moderate,100
0.08681672,3057,Burma,,1,Low,98
0,2529,India,,1,Low,96
0,2284,Burma,IUCN IV,1,Low,97
0.001002004,2730,China_fulgens,,1,Moderate,100
0.00118624,3950,China_fulgens,,1,Moderate,99
,2959,Burma,IUCN II,0,Moderate,99
0.001166861,3733,China_fulgens,,1,Low,93
0,2137,Burma,IUCN IV,1,Moderate,97
,3895,India,,0,Core,92
0.037634409,2896,China_fulgens,,1,Low,101
0,2826,Nepal,IUCN VI,1,Moderate,85
0,3581,China_fulgens,,1,Low,96
9.69E-04,3618,Bhutan,IUCN VI,1,Moderate,91
0.00541028,2197,china_styani,,1,Moderate,103
,3018,China_fulgens,,0,Low,95
,3414,Nepal,,0,Moderate,83
0,2425,Nepal,,1,Moderate,82
0.003629764,2846,China_fulgens,,1,Moderate,99
0.014910537,988,India,,1,Low,91
0.001140251,2251,china_styani,,1,LowModerate,103
0,2876,China_fulgens,,1,Low,100
,3350,India,,0,Low,96
,3088,China_fulgens,,0,Low,101
,4438,China_fulgens,,0,Low,99
,2341,Nepal,,0,Low,83
0,2839,India,,1,Low,95
0.002096436,3038,China_fulgens,,1,Moderate,100
0.014475271,4044,Bhutan,,1,Low,91
0,4506,China_fulgens,,1,Low,94
,3455,China_fulgens,,0,Low,94
0.007332722,2625,china_styani,,1,Low,104
0,4556,China_fulgens,,1,Low,95
0.00541028,1531,china_styani,,1,Low,104
0.017399267,2481,Burma,,1,Moderate,99
0.003246753,3461,India,,1,Low,93
,4080,China_fulgens,,0,Low,99
,3373,Burma,IUCN II,0,Moderate,98
0.001009082,3082,China_fulgens,,1,Low,100
0,3682,India,IUCN IV,1,Core,96
0,2163,Burma,IUCN II,1,Moderate,98
,2788,china_styani,,0,Moderate,103
0.002164502,1755,Burma,IUCN II,1,Low,98
,2743,Nepal,,0,Moderate,83
0,2803,China_fulgens,,1,Low,101
0,2753,China_fulgens,,1,Low,100
0,3708,China_fulgens,,1,Low,93
0.038571429,3295,China_fulgens,,1,Low,100
,2424,china_styani,,0,Low,103
0.002638522,2590,Nepal,,1,Moderate,87
0,3198,Nepal,,1,Moderate,82
0.039296794,2436,china_styani,,1,Low,103
0.012474012,3677,China_fulgens,,1,Moderate,99
,3111,China_fulgens,,0,Low,97
0.007359706,1903,Burma,IUCN IV,1,Core,97
,2203,Nepal,IUCN II,0,Core,85
,2519,Nepal,,0,Moderate,82
,2360,Bhutan,,0,Low,89
,3368,China_fulgens,,0,Low,94
,2946,China_fulgens,,0,Low,94
0,3011,Bhutan,,1,Low,90
,3078,china_styani,,0,Moderate,103
,3387,China_fulgens,,0,Moderate,100
0.00181653,2307,china_styani,,1,Moderate,103
0.011299435,3214,china_styani,,1,Low,102
0.004664179,2361,china_styani,,1,Moderate,103
,2851,china_styani,,0,Moderate,103
0,1940,Burma,,1,Moderate,98
0.130593607,2563,China_fulgens,,1,Low,99
9.52E-04,3352,china_styani,,1,Moderate,102
0,3585,China_fulgens,,1,Moderate,100
,3544,China_fulgens,,0,Low,99
,2159,Burma,,0,Moderate,99
,2851,China_fulgens,,0,Moderate,100
0.001865672,2726,Bhutan,,1,Moderate,90
0.014450867,3752,China_fulgens,,1,Low,95
0,3541,Burma,IUCN II,1,Low,98
0.036144578,1622,Burma,,1,Moderate,98
0,1643,china_styani,,1,Moderate,103
0,4121,china_styani,,1,Moderate,103
0,1578,Burma,IUCN IV,1,Moderate,98
,4436,Nepal,,0,Core,82
0.012692656,1398,Bhutan,IUCN II,1,Moderate,91
0,3018,china_styani,,1,Core,103
0,2788,India,,1,Low,95
,3767,China_fulgens,,0,Moderate,98
,2298,China_fulgens,,0,Low,100
,2561,china_styani,,0,Low,103
0,2868,Bhutan,,1,Moderate,90
9.68E-04,3067,China_fulgens,,1,Low,100
,3568,Nepal,IUCN VI,0,Moderate,83
,2796,Nepal,IUCN VI,0,Moderate,84
0,2314,Burma,,1,Core,98
0,2652,India,,1,Low,94
0,1677,china_styani,,1,Moderate,103
,3402,India,,0,Moderate,96
0.034188034,1236,china_styani,,1,Low,103
0,3771,China_fulgens,,1,Low,99
0.002475248,3279,China_fulgens,,1,Moderate,99
0,1963,china_styani,,1,Moderate,103
0,3022,China_fulgens,,1,Low,97
0,2457,Bhutan,,1,Low,90
0.008695652,3849,China_fulgens,,1,Low,95
,2427,Burma,IUCN IV,0,Moderate,97
0.031152648,2882,Nepal,,1,Low,82
,3955,China_fulgens,,0,Low,95
,1957,China_fulgens,,0,Low,99
0,2756,India,,1,Core,94
,3877,China_fulgens,,0,Low,97
0,3394,India,,1,Low,93
0,3680,China_fulgens,,1,Low,94
0,2832,India,,1,Core,93
0.003027245,2675,china_styani,,1,Moderate,103
,2351,China_fulgens,,0,Low,97
0,3562,China_fulgens,,1,Moderate,100
,2489,India,,0,Moderate,88
0.05011655,3650,China_fulgens,,1,Low,98
0.001805054,2623,Nepal,,1,Moderate,82
9.26E-04,2717,china_styani,,1,Low,102
,2816,China_fulgens,,0,Low,100
0,1589,Nepal,,1,Moderate,85
0,2210,Burma,IUCN IV,1,Moderate,98
0.006257822,3696,Bhutan,IUCN II,1,Low,90
0.061130334,3578,China_fulgens,,1,Low,98
0.197632058,1864,,,1,Moderate,98
0,2156,Nepal,,1,Moderate,82
0,2067,China_fulgens,,1,Low,95
0,2083,India,,1,Core,94
0.005415162,2181,china_styani,,1,Moderate,103
0,3427,Bhutan,IUCN VI,1,Moderate,90
0,2925,Burma,,1,Core,98
9.34E-04,3115,Nepal,,1,Moderate,82
0,3280,Nepal,,1,Moderate,82
0,2916,china_styani,,1,Low,102
0,2350,Burma,IUCN IV,1,Core,98
,3694,Nepal,,0,Low,83
0,3253,Bhutan,,1,Core,91
0.034753363,2483,china_styani,,1,Low,102
0.001892148,2123,India,,1,Low,96
0,2473,India,,1,Low,95
0.01754386,2909,China_fulgens,,1,Moderate,100
0,3916,China_fulgens,,1,Low,98
,2212,China_fulgens,,0,Moderate,95
0.001805054,3541,China_fulgens,,1,Low,95
0,2181,India,,1,Low,96
,3936,China_fulgens,,0,Low,98
0.257444765,3655,China_fulgens,,1,Low,95
0.001051525,3844,china_styani,,1,Moderate,102
0,3410,Bhutan,IUCN VI,1,Core,91
0,2939,India,,1,Low,96
,2030,Nepal,,0,Moderate,82
0.345394737,2680,China_fulgens,,1,Low,100
,5156,China_fulgens,,0,Low,93
0,3313,China_fulgens,,1,Low,99
,4149,China_fulgens,,0,Low,96
,1042,India,,0,Moderate,91
0,2010,India,,1,Low,89
,2874,China_fulgens,,0,Moderate,99
0,3393,China_fulgens,,1,Low,95
,4560,China_fulgens,,0,Moderate,94
0,4323,China_fulgens,,1,Low,99
0.001251564,2407,Nepal,IUCN VI,1,Moderate,84
0,2590,Bhutan,IUCN VI,1,Moderate,91
0.005889282,2299,Nepal,,1,Moderate,81
0.004830918,3632,Bhutan,IUCN IV,1,Low,92
0,2666,Burma,,1,Core,98
,1882,Nepal,IUCN VI,0,Moderate,84
0,3514,China_fulgens,,1,Moderate,100
0,3529,India,,1,Low,96
0.003025719,2395,Nepal,,1,Core,86
,4427,China_fulgens,,0,Low,94
0.014048531,3559,China_fulgens,,1,Low,95
0.007246377,1565,china_styani,,1,Moderate,103
,4348,China_fulgens,,0,Low,93
0.001937984,3723,China_fulgens,,1,Moderate,100
0.012891344,3558,India,,1,Low,97
0,2681,Nepal,,1,Moderate,82
0.018832392,3072,China_fulgens,,1,Low,101
0.529850746,1396,china_styani,,1,Moderate,103
0.002364066,2915,China_fulgens,,1,Moderate,98
0,1950,Burma,,1,Core,98
,3374,China_fulgens,,0,Low,95
,3875,Nepal,IUCN II,0,ModerateCore,85
0,1962,Bhutan,,1,Low,90
0.001172333,2465,Nepal,,1,Core,82
,1988,China_fulgens,,0,Low,100
,3462,China_fulgens,,0,Low,95
0,3952,China_fulgens,,1,Moderate,94
,2122,Nepal,,0,Low,83
,2947,Nepal,,0,Moderate,82
,2570,China_fulgens,,0,Low,100
0.004424779,1886,China_fulgens,,1,Low,95
0.081481481,908,Burma,,1,Moderate,98
0,1236,Nepal,,1,Moderate,86
,2586,China_fulgens,,0,Low,99
0.205702648,2625,Nepal,,1,Low,82
,3613,china_styani,,0,Moderate,102
0,2527,India,,1,Low,92
,2291,China_fulgens,,0,Low,97
0,3117,China_fulgens,,1,Moderate,99
0,2091,India,,1,Core,92
0,3639,China_fulgens,,1,Low,99
,4258,China_fulgens,,0,Low,93
9.02E-04,2575,India,,1,Low,93
,2384,India,,0,Low,96
,2537,china_styani,,0,Core,103
0,3123,China_fulgens,,1,Moderate,99
,2037,China_fulgens,,0,Low,98
0,1230,Nepal,,1,Low,85
0.021806854,727,Burma,,1,Core,98
0.025974026,4017,Burma,IUCN II,1,Low,98
,4482,china_styani,,0,Moderate,102
0,3023,Nepal,,1,Core,86
,3807,Nepal,IUCN II,0,Moderate,86
,4257,India,,0,Low,97
0,3663,India,IUCN IV,1,Moderate,89
0,3255,Bhutan,IUCN II,1,Moderate,91
,1883,Nepal,,0,Low,83
,1534,Bhutan,,0,Low,90
0,1632,china_styani,,1,Low,104
,4132,China_fulgens,,0,Low,100
0.002317497,3211,Bhutan,IUCN II,1,Low,90
0,2498,India,,1,Moderate,96
0.003724395,820,India,,1,Low,92
0.007281553,3142,Nepal,,1,Low,82
0.100230415,1041,china_styani,,1,Low,103
,3568,Nepal,IUCN VI,0,Core,88
0,2796,China_fulgens,,1,Low,95
0.095022624,3723,China_fulgens,,1,Low,94
0,3147,China_fulgens,,1,Moderate,95
0,2138,India,,1,Low,95
,1011,china_styani,,0,Low,104
0.039106145,2822,Nepal,IUCN VI,1,Core,86
,3122,China_fulgens,,0,Moderate,98
,4733,China_fulgens,,0,Low,96
0.002364066,3810,China_fulgens,,1,Low,99
0.002739726,3260,china_styani,,1,Moderate,103
,2371,china_styani,,0,Moderate,103
,2869,India,,0,Low,92
0,2713,China_fulgens,,1,Moderate,99
,1578,china_styani,,0,Low,102
,2453,China_fulgens,,0,Moderate,98
0.031724138,3525,Nepal,,1,Moderate,82
,4234,Burma,IUCN II,0,Moderate,98
0,2482,Nepal,IUCN II,1,Moderate,85
,3745,India,,0,Moderate,88
0.006323397,2541,china_styani,,1,Moderate,103
0,3107,India,,1,Low,93
,4523,Bhutan,IUCN_Ia,0,Low,89
0,3814,china_styani,,1,Moderate,103
0.013429752,2974,,,1,Low,99
0.344096872,2085,China_fulgens,,1,Low,95
0.001803427,1451,Burma,IUCN IV,1,Low,97
0,3474,Bhutan,,1,Moderate,91
0,1936,Burma,IUCN IV,1,Low,97
0.002870813,1288,china_styani,,1,Low,103
0.004172462,2325,Nepal,,1,Moderate,86
0.001919386,2586,china_styani,,1,ModerateCore,102
,3760,Burma,IUCN II,0,Moderate,98
,2241,China_fulgens,,0,Low,100
0,2676,china_styani,,1,Low,103
0,2871,china_styani,,1,Moderate,103
,4129,China_fulgens,,0,Low,94
0.17,633,India,,1,Moderate,91
0.005928854,3404,China_fulgens,,1,Low,100
,4609,China_fulgens,,0,Low,98
,4714,China_fulgens,,0,Low,98
0,3583,China_fulgens,,1,Moderate,100
,3630,Bhutan,IUCN VI,0,Moderate,91
,3168,China_fulgens,,0,Low,97
,3771,China_fulgens,,0,Low,87
,4208,Burma,IUCN II,0,Moderate,98
0.001811594,1742,china_styani,,1,Low,104
0,2109,china_styani,,1,Low,104
,1851,China_fulgens,,0,Low,100
,3414,China_fulgens,,0,Moderate,99
0,3464,Bhutan,IUCN VI,1,Core,91
0,2619,Burma,,1,Moderate,98
,1985,China_fulgens,,0,Moderate,100
0,3026,India,,1,Moderate,88
0,2621,India,,1,Low,97
,3996,Burma,IUCN II,0,Moderate,98
0,3428,China_fulgens,,1,Moderate,100
0,4008,China_fulgens,,1,Low,100
0.010822511,1362,china_styani,,1,Moderate,103
0.001180638,3817,China_fulgens,,1,Moderate,100
,2546,Burma,,0,Moderate,99
0,1743,china_styani,,1,Low,102
0.00436205,2949,China_fulgens,,1,Low,99
0.001025641,3568,Bhutan,,1,Low,89
0,1823,Burma,IUCN IV,1,Moderate,97
,2594,china_styani,,0,Moderate,103
,2222,Nepal,,0,Moderate,83
0,3463,India,,1,Low,95
,2190,India,,0,Moderate,89
0,2831,China_fulgens,,1,Moderate,99
9.09E-04,2101,Burma,IUCN IV,1,Moderate,98
0,2602,Bhutan,,1,Moderate,90
0.010166359,2614,Burma,IUCN II,1,Moderate,98
0.015252622,1575,India,,1,Low,96
0.052380952,1344,India,,1,Low,92
0,2243,china_styani,,1,Low,102
0,3618,India,,1,Low,97
0,1739,India,,1,Core,88
,2959,China_fulgens,,0,Low,101
0,2673,Burma,,1,Core,98
0,3842,Bhutan,IUCN II,1,Moderate,91
,513,India,,0,Moderate,91
0,1833,India,,1,Low,95
0,2792,Bhutan,IUCN VI,1,Low,90
0.024972856,3047,Nepal,,1,Core,86
0.001895735,3286,china_styani,,1,Core,103
,1513,India,,0,Low,96
0,2580,China_fulgens,,1,Low,99
0,2379,Nepal,IUCN VI,1,Moderate,84
0,4254,Bhutan,IUCN VI,1,Low,91
0,1224,India,,1,Low,95
0.093896714,2264,China_fulgens,,1,Low,100
0,1152,Burma,IUCN IV,1,Moderate,97
0.001510574,1411,India,,1,Low,97
,2985,Nepal,,0,Moderate,81
,2197,China_fulgens,,0,Low,99
,4945,China_fulgens,,0,Low,96
0,3840,China_fulgens,,1,Low,99
0,3550,China_fulgens,,1,Low,96
,3441,China_fulgens,,0,Moderate,100
0,3337,China_fulgens,,1,Low,98
0,3066,China_fulgens,,1,Moderate,100
,3588,China_fulgens,,0,Low,100
0,2764,India,,1,Core,93
0.18540146,1619,India,,1,Low,92
0.002695418,2933,China_fulgens,,1,Low,100
,1631,China_fulgens,,0,Low,101
0.007374631,3128,Nepal,,1,Core,84
0.00204499,2315,china_styani,,1,Moderate,102
0,2400,china_styani,,1,Low,104
,3793,china_styani,,0,Core,103
0,2514,Burma,,1,Moderate,99
,3426,Bhutan,IUCN VI,0,Core,91
0.003659652,3928,China_fulgens,,1,Low,94
,3262,china_styani,,0,Low,102
0.002932551,2614,India,IUCN II,1,Moderate,88
0,3818,China_fulgens,,1,Low,100
,2973,Nepal,,0,Core,85
0.007440476,3579,China_fulgens,,1,Low,97
0,1167,Bhutan,,1,Low,90
,4204,India,,0,Low,97
0.03438914,2249,china_styani,,1,Low,103
0,3310,China_fulgens,,1,Low,96
,3323,Nepal,IUCN VI,0,Moderate,84
0.029036005,2144,India,,1,Low,96
0,1698,Burma,IUCN IV,1,Moderate,97
0,2579,Nepal,,1,Moderate,81
,1553,china_styani,,0,Low,104
0,2726,China_fulgens,,1,Low,101
,4550,China_fulgens,,0,Low,96
0,3027,Nepal,,1,Low,82
,2279,china_styani,,0,Low,102
0,2983,Bhutan,,1,Moderate,90
0,1782,India,,1,Core,93
0,1680,Bhutan,,1,Low,90
,2320,china_styani,,0,Low,103
0,3361,china_styani,,1,Low,104
0,3090,China_fulgens,,1,Core,100
0.001197605,3400,China_fulgens,,1,Low,97
0.081632653,3164,Burma,,1,Moderate,99
0,3521,Bhutan,,1,Moderate,90
,3843,India,,0,Moderate,97
0.122633003,1511,china_styani,,1,Low,103
0.013011152,2630,China_fulgens,,1,Low,99
0,1523,Burma,IUCN IV,1,Low,97
,1953,China_fulgens,,0,Low,100
0,2488,China_fulgens,,1,Low,95
,3319,Burma,,0,Moderate,99
,4197,China_fulgens,,0,Low,95
,1698,china_styani,,0,Low,104
0,2055,Nepal,,1,Moderate,85
0.001901141,1749,Burma,IUCN IV,1,Low,98
0.001803427,1537,Burma,IUCN IV,1,Low,97
0,3571,Nepal,IUCN II,1,Core,86
0,3920,China_fulgens,,1,Low,97
,2747,Nepal,IUCN VI,0,Core,83
,4669,Nepal,IUCN VI,0,Core,86
0,2834,china_styani,,1,Moderate,102
0,3724,Bhutan,IUCN II,1,Core,91
0.004725898,2317,china_styani,,1,Core,103
0,3707,Bhutan,IUCN IV,1,Core,91
,4017,China_fulgens,,0,Low,95
0.030214425,1824,Nepal,,1,Moderate,87
0.001846722,3760,Bhutan,IUCN II,1,Moderate,91
0,3287,India,,1,Moderate,94
0.013011152,3258,Bhutan,,1,Moderate,90
,4194,China_fulgens,,0,Moderate,94
,3018,China_fulgens,,0,Moderate,99
,3546,China_fulgens,,0,Low,89
0.002457002,897,India,,1,Low,96
0,2604,India,,1,Moderate,88
,3071,China_fulgens,,0,Low,101
0,2716,India,,1,Low,95
0,3451,China_fulgens,,1,Low,97
0,4259,China_fulgens,,1,Low,94
0,3144,India,,1,Low,94
0,2594,India,IUCN IV,1,Low,96
0.001001001,3220,Bhutan,,1,Low,90
0,1914,china_styani,,1,Moderate,103
,4227,China_fulgens,,0,Low,100
0,3711,China_fulgens,,1,Moderate,100
0,2660,China_fulgens,,1,Low,97
0,3073,china_styani,,1,Moderate,102
,2691,India,,0,Low,96
0,2168,china_styani,,1,Low,104
,2499,China_fulgens,,0,Low,99
0.016352201,2629,China_fulgens,,1,Moderate,100
0,3746,China_fulgens,,1,Low,99
9.62E-04,1842,Burma,IUCN II,1,Moderate,98
,3477,Nepal,,0,Moderate,82
,4365,China_fulgens,,0,Low,94
,3472,China_fulgens,,0,Low,97
0,3222,china_styani,,1,Moderate,103
0,3296,China_fulgens,,1,Moderate,98
,3616,Burma,IUCN II,0,Moderate,98
0.00984252,1991,Bhutan,,1,Low,90
0,2362,Bhutan,IUCN VI,1,Low,91
0,2270,Nepal,,1,Low,83
0,3827,China_fulgens,,1,Low,99
0,4019,China_fulgens,,1,Low,98
0,2048,Nepal,,1,Core,87
,4120,Burma,IUCN II,0,Moderate,98
,2108,China_fulgens,,0,Low,100
0,3061,India,,1,Core,93
0,3204,India,,1,Moderate,89
0,3143,china_styani,,1,Core,103
0.001736111,2994,china_styani,,1,Moderate,102
,2313,China_fulgens,,0,Low,101
0,1873,China_fulgens,,1,Low,95
,4697,China_fulgens,,0,Low,95
0,1498,Burma,IUCN IV,1,Moderate,98
,3083,China_fulgens,,0,Low,100
0.012715713,2666,china_styani,,1,Moderate,103
0.034518828,2627,China_fulgens,,1,Low,95
,3513,China_fulgens,,0,Low,97
0,3426,China_fulgens,,1,Moderate,99
0,4177,China_fulgens,,1,Low,94
,3423,China_fulgens,,0,Low,97
0.006635071,2557,china_styani,,1,Low,104
,1498,China_fulgens,,0,Low,100
,5011,China_fulgens,,0,Low,97
0.022403259,3389,China_fulgens,,1,Low,101
0,2514,China_fulgens,,1,Moderate,99
0,2230,china_styani,,1,Core,103
,2972,China_fulgens,,0,Low,94
,2291,Nepal,,0,Moderate,86
0,3980,China_fulgens,,1,Moderate,100
,3414,China_fulgens,,0,Moderate,100
0,2199,China_fulgens,,1,Low,99
,3248,China_fulgens,,0,Moderate,100
,4441,China_fulgens,,0,Low,95
,1679,India,,0,Low,97
,4316,China_fulgens,,0,Low,97
,2826,China_fulgens,,0,Moderate,95
0,3624,China_fulgens,,1,Low,101
0,2473,China_fulgens,,1,Moderate,100
,3882,Nepal,IUCN VI,0,Moderate,82
0,1640,India,,1,Low,93
9.18E-04,2923,Bhutan,IUCN II,1,Moderate,90
0.005617978,2057,India,,1,Low,97
0.011811024,3485,China_fulgens,,1,Moderate,99
0.023679417,2374,China_fulgens,,1,Low,99
,2146,China_fulgens,,0,Low,98
,2589,China_fulgens,,0,Low,100
0,2083,Burma,,1,Moderate,98
0,2969,Bhutan,,1,Low,91
9.21E-04,854,Burma,IUCN IV,1,Low,97
0.013483146,3660,Bhutan,IUCN II,1,Moderate,90
0,3125,China_fulgens,,1,Low,100
0.007590133,3308,China_fulgens,,1,Low,99
0,2157,china_styani,,1,Moderate,102
0,2031,china_styani,,1,Core,103
0,2402,China_fulgens,,1,Core,85
0,3062,china_styani,,1,Low,103
0,3135,China_fulgens,,1,Low,101
,4309,Nepal,IUCN VI,0,Low,84
0,2664,china_styani,,1,Core,103
0,2919,India,,1,Moderate,97
0.004659832,2788,china_styani,,1,Moderate,103
0.003875969,2768,Nepal,,1,Moderate,87
0,2120,Nepal,,1,Moderate,86
0.002244669,3604,China_fulgens,,1,Low,95
0.049195837,2629,Burma,,1,Low,98
,4345,China_fulgens,,0,Low,99
0.03030303,3608,China_fulgens,,1,Low,99
0.001165501,3247,Nepal,IUCN VI,1,ModerateCore,83
,3164,Nepal,IUCN VI,0,Moderate,84
0,2532,Bhutan,IUCN II,1,Moderate,90
,4428,China_fulgens,,0,Low,93
,4536,China_fulgens,,0,Low,96
0.556876061,3462,Nepal,IUCN VI,1,Core,83
,1851,Nepal,,0,Core,87
0,3095,Nepal,,1,Moderate,87
,3664,India,,0,Low,94
,4108,China_fulgens,,0,Low,101
,3116,Nepal,IUCN VI,0,LowModerate,84
,2370,china_styani,,0,Moderate,102
0,2043,china_styani,,1,Low,103
,4716,China_fulgens,,0,Moderate,98
9.42E-04,2072,Burma,,1,Core,98
0.106460419,3332,China_fulgens,,1,Low,100
,2543,china_styani,,0,Moderate,103
0,2980,china_styani,,1,Core,103
,2209,China_fulgens,,0,Low,100
0,1863,Burma,IUCN IV,1,Low,97
,4080,China_fulgens,,0,Low,96
0,3643,China_fulgens,,1,Low,94
0.016901408,2080,Burma,IUCN IV,1,Moderate,97
,3166,China_fulgens,,0,Moderate,99
0.014577259,4346,China_fulgens,,1,Low,99
,2602,Nepal,,0,Low,82
0,3591,India,,1,Core,93
0,2730,Nepal,,1,Moderate,85
0.007667032,3348,china_styani,,1,Moderate,103
0,3469,Bhutan,IUCN IV,1,Core,91
0.001958864,2517,Bhutan,IUCN VI,1,Low,90
0.001924928,3421,China_fulgens,,1,Low,96
,2729,China_fulgens,,0,Low,96
,3770,China_fulgens,,0,Low,95
,3078,China_fulgens,,0,Moderate,100
0.005121639,2247,china_styani,,1,Moderate,103
0.031331593,1544,china_styani,,1,Low,104
,2959,China_fulgens,,0,Low,94
0.001826484,3460,china_styani,,1,Moderate,103
,4614,China_fulgens,,0,Moderate,99
0.021645022,4313,China_fulgens,,1,Low,98
,4414,China_fulgens,,0,Low,99
0.001383126,3844,China_fulgens,,1,Low,100
0.041108987,1983,China_fulgens,,1,Low,98
,4388,China_fulgens,,0,Low,100
0.017479301,2142,,,1,Low,99
,4730,Bhutan,IUCN II,0,Moderate,90
0.029547553,3179,china_styani,,1,Moderate,103
0.007592191,1302,china_styani,,1,Core,104
0,3821,China_fulgens,,1,Core,99
0.022542831,2093,India,,1,Low,94
0.004516712,3825,Bhutan,IUCN II,1,Low,90
0,2272,India,,1,Low,95
0.004024145,1626,Bhutan,,1,Moderate,89
,1953,China_fulgens,,0,Low,100
,4543,China_fulgens,,0,Low,96
,2751,Bhutan,,0,Core,91
,3578,Bhutan,IUCN II,0,Moderate,90
0.005979073,3382,Nepal,,1,Low,82
0,3887,China_fulgens,,1,Low,94
0,2120,china_styani,,1,Low,102
9.12E-04,2322,Bhutan,IUCN II,1,Low,90
9.80E-04,2669,Nepal,,1,Moderate,82
0,2418,Burma,IUCN IV,1,Low,97
,3175,Nepal,,0,Moderate,85
0,2815,China_fulgens,,1,Moderate,99
0.005102041,2881,China_fulgens,,1,Low,100
0,3281,India,,1,Low,96
0,2729,Bhutan,IUCN II,1,Low,90
0.002994012,3359,India,,1,Low,96
0.011713031,2698,China_fulgens,,1,Low,99
0.022397892,2935,China_fulgens,,1,Low,100
,3159,China_fulgens,,0,Low,95
0,3745,China_fulgens,,1,Low,95
0,3421,China_fulgens,,1,Low,95
0.122309198,2157,china_styani,,1,Low,103
,2921,China_fulgens,,0,Low,96
0,2862,Bhutan,,1,Moderate,90
,3714,China_fulgens,,0,Moderate,98
0.023572076,1560,Bhutan,IUCN II,1,Moderate,91
0,2897,china_styani,,1,Low,102
,4499,China_fulgens,,0,Moderate,94
,4081,China_fulgens,,0,Moderate,95
0,2685,Nepal,,1,Moderate,82
0.005424955,2262,china_styani,,1,Moderate,103
0,2857,Nepal,,1,Moderate,83
,3507,china_styani,,0,Low,103
0,3084,India,,1,Moderate,93
,3364,Nepal,IUCN VI,0,Core,83
0.016377649,1224,Bhutan,,1,Moderate,89
,3027,China_fulgens,,0,Low,94
0,2616,Bhutan,IUCN II,1,Low,90
0.002541296,2929,China_fulgens,,1,Low,98
,3957,China_fulgens,,0,Low,95
0.716770186,2872,China_fulgens,,1,Moderate,100
,2030,China_fulgens,,0,Low,98
0,3687,Bhutan,,1,Low,90
,931,India,,0,Moderate,92
0,2916,India,,1,Low,89
0,2291,Bhutan,,1,Low,90
0,2201,India,,1,Low,94
0,2071,India,,1,Moderate,94
,3400,Nepal,IUCN II,0,Core,85
,2519,China_fulgens,,0,Moderate,99
0.053249097,2228,Burma,,1,Moderate,99
0.026666667,2741,Nepal,,1,Moderate,82
0.027051398,872,India,,1,Low,91
0,2724,Burma,,1,Moderate,98
,2211,China_fulgens,,0,Low,100
0,4041,China_fulgens,,1,Low,100
,4155,Nepal,,0,Low,82
0,1476,Burma,IUCN IV,1,Low,97
,2228,Nepal,,0,Moderate,85
0,3402,Burma,IUCN IV,1,Moderate,97
0,4105,China_fulgens,,1,Low,94
,2934,Nepal,IUCN VI,0,Moderate,86
9.02E-04,2583,china_styani,,1,Low,104
,2499,China_fulgens,,0,Low,99
0,2764,china_styani,,1,Moderate,102
,4513,China_fulgens,,0,Low,93
0.004557885,2009,china_styani,,1,Moderate,103
,4857,China_fulgens,,0,Core,85
0,2692,China_fulgens,,1,Low,99
0.001215067,3625,China_fulgens,,1,Low,99
,2789,Burma,,0,Moderate,99
0.006396588,2975,China_fulgens,,1,Low,100
0,4255,China_fulgens,,1,Low,98
0.103047896,3176,China_fulgens,,1,Low,96
,3105,Nepal,,0,Moderate,81
,3764,India,,0,Low,96
0,3698,Bhutan,IUCN II,1,Core,91
0.003731343,3835,China_fulgens,,1,Low,99
0.001270648,3168,Nepal,,1,Core,83
0,3754,Nepal,,1,Moderate,82
0,2477,Bhutan,,1,Low,90
0,2429,China_fulgens,,1,Low,100
0.004398827,1999,Nepal,,1,Moderate,86
0.00543971,1434,India,,1,Low,97
0,3261,Nepal,IUCN VI,1,Core,87
0,2610,India,,1,Low,94
0.189530686,2095,China_fulgens,,1,Low,98
0.001231527,3384,Nepal,IUCN VI,1,Core,83
0,1384,Burma,IUCN IV,1,Low,97
